target,GP,OREB,FGM,DREB,FG%,FTM,MIN,FGA,PTS,REB
1,1.2386078595331655,0.37408089545088635,1.171111879912235,-0.09249450037402235,0.1353780687839888,0.6103222994405738,0.731544040402898,1.2011482429384888,0.9638626803391649,0.08046762248352819
1,0.8943241191478017,1.1464513113279087,0.10154661889432104,0.9372959014162805,1.080713514057268,0.10367387839586499,0.5990915265159222,-0.1350998326414199,0.02261462385438511,1.0041401510816446
1,0.3778985085697558,-0.6557463257184771,2.1218365563726036,-0.5338332439984378,-0.46768074975241414,0.0023441941869233574,0.5870503888898333,2.5652348200929795,1.67553804012034,-0.6001331880624526
0,0.5500403787624378,-0.14083271513379542,0.5769089571245053,-0.6073897012691738,-0.04390968807818513,0.3063332468137487,0.35826877399414775,0.64437821144686,0.4588027475912344,-0.454290157231171
1,1.181227236135605,0.2453524928047158,0.45806837256695915,0.20173132870892127,-0.2231974449403591,0.20500356260480684,0.3462276363680588,0.5608627067231161,0.4128882082505132,0.22631065331480968
1,-1.5730426869473064,0.5028092980970567,-0.13613455022077092,-0.09249450037402235,0.9014257571950952,1.0156410362763408,0.22581626010717157,-0.30213084208890867,0.09148643286546652,0.1290819660939552
0,-0.13852710200829005,1.6613649219125903,-0.37381571933586294,0.9372959014162805,-0.4024852018025319,-0.09898549002201851,0.20173398485499422,-0.2742923405143271,-0.34470169087138275,1.2472118691337806
0,0.5500403787624378,-0.6557463257184771,0.22038720345186716,-0.6809461585399096,-0.3698874278275919,-0.20031517423096012,-0.08725331817113545,0.36599319570104594,0.09148643286546652,-0.6487475316728799
1,1.2386078595331655,-0.39828952042613636,-0.37381571933586294,-0.6073897012691738,-0.48397963673988353,-0.40297454264884375,-0.1354178686754902,-0.30213084208890867,-0.4365307695528246,-0.5515188444520255
0,0.09099539158195256,-0.39828952042613636,-0.017293965663224813,-0.6073897012691738,-1.0055440203389348,0.20500356260480684,-0.17154128155375645,0.22680068782813875,0.02261462385438511,-0.5515188444520255
0,1.009085365942923,0.6315377007432271,-0.017293965663224813,0.5695136150626009,-0.2720941059027696,-0.20031517423096012,-0.1835824191798449,0.03193117680606863,-0.13808626383813832,0.6152254021982272
1,0.7221822489551197,0.888994506035568,-0.13613455022077092,0.7901829868748088,0.7384368873203918,-0.6056339110667274,-0.1835824191798449,-0.2742923405143271,-0.29878715153066177,0.8582971202503631
1,0.7795628723526804,1.4039081166202498,-0.37381571933586294,0.7901829868748088,0.8199313222577435,0.0023441941869233574,-0.1835824191798449,-0.5248388546855601,-0.34470169087138275,1.0527544946920722
0,0.8943241191478017,0.6315377007432271,0.10154661889432104,-0.46027678672770195,-0.33728965385265075,-0.5043042268577855,-0.26787038256246615,0.25463918940272007,-0.0232999154863359,-0.06537540834775353
1,-0.310668972200972,0.6315377007432271,-0.13613455022077092,0.4959571577918652,0.3798613735960439,-0.40297454264884375,-0.3280760706929097,-0.19077683579058283,-0.2528726121899407,0.5666110585878001
0,-0.7697139593814573,-0.7844747283646476,-0.195554842499544,-0.6809461585399096,0.0701825208341077,-0.301644858439902,-0.4003228964494421,-0.21861533736516442,-0.2758298818603014,-0.7459762188937342
1,-1.3435201933570637,-0.39828952042613636,0.22038720345186716,-0.46027678672770195,-0.011311914103243989,0.10367387839586499,-0.48461085983206326,0.2824776909773017,0.2981018598987108,-0.454290157231171
0,0.09099539158195256,-0.26956111777996583,-0.552076596172182,-0.09249450037402235,0.3798613735960439,-0.40297454264884375,-0.5207342727103293,-0.6083543594093044,-0.5742743875749876,-0.1626040955686078
0,0.09099539158195256,-0.913203131010818,-0.730337473008501,-0.9016155303521174,-0.9403484723890537,-0.301644858439902,-0.6170633737190392,-0.6083543594093044,-0.6661034662564296,-0.9890479369458702
0,-0.5401914657912146,0.11662409015854554,0.1609669111730941,-0.8280590730813816,-0.060208575065655696,-0.301644858439902,-0.6893101994755715,0.22680068782813875,0.02261462385438511,-0.5029045008415982
1,-1.4009008167546244,-0.26956111777996583,-0.552076596172182,-1.0487284448935892,-0.46768074975241414,-0.9096229636935526,-0.7013513371016602,-0.4691618515363972,-0.6661034662564296,-0.7945905625041615
1,0.7795628723526804,-0.26956111777996583,-0.7897577652872739,-0.6809461585399096,-0.41878408879000245,-0.7069635952756691,-0.7254336123538377,-0.7753853688567931,-0.8497616236193134,-0.5515188444520255
1,0.14837601497951322,0.2453524928047158,0.3392277880094133,-0.6073897012691738,0.7384368873203918,0.40766293102269036,-0.7254336123538377,0.22680068782813875,0.3210591295690712,-0.3084471263998895
0,-1.5730426869473064,-1.0419315336569885,-1.027438934402366,-0.018938043103286367,-1.527108403937986,-1.0109526479024944,-0.8217627133625475,-0.8867393751551188,-1.0563770506525578,-0.4056758136207438
1,-0.3680495955985327,-0.012104312487625012,-0.4926563038934089,-0.1660509576447582,0.2983669386586922,-0.5043042268577855,-0.7735981628581927,-0.5526773562601416,-0.551317117904627,-0.11398975195818077
0,0.7221822489551197,-1.0419315336569885,-0.670917180729728,-0.9016155303521174,-0.5491751846897659,-0.6056339110667274,-0.7976804381103701,-0.6083543594093044,-0.6890607359267901,-0.940433593335443
0,-2.6058939081033983,-0.26956111777996583,-0.7897577652872739,0.12817487143818562,-0.6143707326396469,-0.20031517423096012,-0.8097215757364588,-0.7753853688567931,-0.7349752752675109,-0.016761064737326293
1,0.20575663837707386,-0.7844747283646476,-0.670917180729728,-0.9751719876228534,-0.011311914103243989,-0.7069635952756691,-0.8097215757364588,-0.6918698641330489,-0.7120180055971504,-0.940433593335443
0,-0.25328834880341133,-0.913203131010818,-0.730337473008501,-1.1222849021643253,-0.435082975777473,-0.7069635952756691,-0.845844988614725,-0.6918698641330489,-0.7808898146082319,-1.0862766241667248
0,0.20575663837707386,-0.7844747283646476,-0.849178057566047,-0.9016155303521174,-0.8262562634767608,-0.40297454264884375,-0.845844988614725,-0.8032238704313746,-0.8268043539489529,-0.8918192497250158
1,0.4352791319673165,-1.0419315336569885,-0.849178057566047,-1.1222849021643253,-0.38618631481506244,-0.7069635952756691,-0.9060506767451687,-0.8589008735805375,-0.8497616236193134,-1.0862766241667248
0,-0.7697139593814573,-0.39828952042613636,-0.9085983498448199,-0.9751719876228534,-0.6306696196271175,-0.8082932794846108,-0.9180918143712573,-0.9145778767297003,-0.8956761629600344,-0.7945905625041615
1,-0.48281084239365396,-0.26956111777996583,-0.730337473008501,-0.5338332439984378,0.08648140782157827,-0.6056339110667274,-0.9421740896234347,-0.7753853688567931,-0.7579325449378714,-0.454290157231171
0,0.20575663837707386,-0.6557463257184771,-0.670917180729728,-1.1222849021643253,-0.6795662805895281,-0.8082932794846108,-0.978297502501701,-0.580515857834723,-0.7120180055971504,-0.9890479369458702
0,-1.5156620635497458,-0.26956111777996583,-0.7897577652872739,-0.6809461585399096,-1.2174295511760487,-0.9096229636935526,-0.8217627133625475,-0.6640313625584673,-0.8956761629600344,-0.5515188444520255
1,-1.0566170763692606,-0.39828952042613636,-0.6114968884509548,0.12817487143818562,-0.04390968807818513,-0.8082932794846108,-0.978297502501701,-0.6083543594093044,-0.6890607359267901,-0.06537540834775353
1,-0.5975720891887752,-0.7844747283646476,-0.433236011614636,-0.8280590730813816,0.26576916468375106,-0.7069635952756691,-1.0023797777538783,-0.4691618515363972,-0.5283598482342666,-0.8432049061145886
1,-0.48281084239365396,-0.26956111777996583,-0.9085983498448199,-0.6809461585399096,0.2168725037213405,-0.7069635952756691,-1.2432025302756529,-0.9702548798788632,-0.9186334326303949,-0.6001331880624526
0,0.8369434957502411,-0.39828952042613636,-0.849178057566047,-0.7545026158106456,1.2763001579069124,-0.8082932794846108,-1.279325943153919,-0.9702548798788632,-0.8956761629600344,-0.6487475316728799
1,-1.2287589465619424,-0.26956111777996583,-1.027438934402366,-0.7545026158106456,-0.3535885408401213,-1.0109526479024944,-1.3034082184060964,-1.0537703846026074,-1.0563770506525578,-0.6487475316728799
1,-0.5401914657912146,-0.26956111777996583,-0.968018642123593,-0.6809461585399096,1.1133112880322091,-0.9096229636935526,-1.327490493658274,-1.0816088861771889,-0.9875052416414764,-0.5515188444520255
0,-0.48281084239365396,-0.26956111777996583,-1.265120103517458,-0.9751719876228534,-1.1196362292512276,-1.1122823321114361,-1.375655044162629,-1.2486398956246774,-1.2629924776858021,-0.7459762188937342
1,-1.2287589465619424,-0.6557463257184771,-1.265120103517458,-1.0487284448935892,1.1622079489946195,-0.8082932794846108,-1.4238195946669838,-1.3599939019230034,-1.2170779383450812,-0.8918192497250158
1,1.2386078595331655,3.463562558958977,3.42908298650561,4.615118764953078,1.4555879147690864,6.284784615141313,2.284850794168344,2.787942832689631,4.017179546497109,4.358529860201121
0,-1.6878039337424278,-0.913203131010818,-0.849178057566047,-0.6809461585399096,-1.4456139690006344,-0.8082932794846108,-0.8338038509886364,-0.7197083657076303,-0.7808898146082319,-0.7945905625041615
0,1.0664659893404838,-0.39828952042613636,1.9435756795362846,0.8637394441455448,0.47765469552086615,1.4209597731121082,1.935657803011771,1.8414337791538622,1.8132816581425026,0.42076802775651845
1,1.0664659893404838,-0.39828952042613636,1.9435756795362846,0.8637394441455448,0.47765469552086615,1.4209597731121082,1.935657803011771,1.8414337791538622,1.8132816581425026,0.42076802775651845
1,1.2386078595331655,1.790093324558761,1.0522712953546896,2.9233202477261506,-0.027610801090714558,1.0156410362763408,1.923616665385682,1.1176327382147448,0.9868199500095254,2.6084134902257423
1,1.2386078595331655,-0.39828952042613636,1.5276336335848735,-0.018938043103286367,0.31466582564616274,-0.5043042268577855,1.6707527752378186,1.507371760258885,1.055691759020607,-0.21121843917903504
1,1.181227236135605,-0.14083271513379542,1.8247350949787384,-0.23960741491549417,0.8525290962326835,1.5222894573210497,1.5503413989769315,1.5908872649826291,1.7214525794610611,-0.25983278278946226
1,1.1238466127380444,1.6613649219125903,1.2305321721910083,1.0844088159577525,0.0701825208341077,2.1302675625747005,1.514217986098665,1.2568252460876521,1.354136264735293,1.344440556354635
1,0.9517047425453624,0.37408089545088635,2.06241626409383,0.9372959014162805,-0.04390968807818513,-0.09898549002201851,1.4901357108464877,2.2311728011980025,1.5607516917685376,0.7610684330295087
0,0.9517047425453624,0.37408089545088635,2.06241626409383,0.9372959014162805,-0.04390968807818513,-0.09898549002201851,1.4901357108464877,2.2311728011980025,1.5607516917685376,0.7610684330295087
1,-0.5975720891887752,-0.26956111777996583,0.9334307107971433,-0.018938043103286367,-1.1522340032261678,0.0023441941869233574,0.9242022424203178,1.5352102618334664,0.7572472533059205,-0.11398975195818077
1,1.181227236135605,0.7602661033893977,0.6957495416820512,0.05461841416744962,0.6406435653955695,1.0156410362763408,0.9001199671681404,0.5887012082976975,0.7342899836355601,0.3235393405356642
1,1.2386078595331655,-0.26956111777996583,0.5174886648457322,0.12817487143818562,1.0644146270697985,0.5089926152316322,0.647256077020277,0.2824776909773017,0.48176001726159484,0.031853278873100944
0,-0.5975720891887752,-0.14083271513379542,-0.670917180729728,-0.018938043103286367,0.11907918179651825,-0.7069635952756691,-0.845844988614725,-0.7197083657076303,-0.7120180055971504,-0.06537540834775353
1,1.181227236135605,0.37408089545088635,1.171111879912235,0.4224007005211292,0.8525290962326835,1.0156410362763408,0.5268447007593897,0.9506017287672563,1.0786490286909673,0.42076802775651845
1,1.2386078595331655,1.4039081166202498,0.3986480802881861,0.4224007005211292,1.0155179661073868,1.1169707204852828,0.49072128788112346,0.17112368467897582,0.48176001726159484,0.8096827766399362
1,1.181227236135605,-0.7844747283646476,0.6363292494032783,-0.6073897012691738,-0.5980718456521764,-0.20031517423096012,0.2980630858637041,0.8949247256180931,0.6654181746244785,-0.697361875283307
0,0.49265975536487716,0.11662409015854554,-0.07671425794199788,-0.6073897012691738,-0.5002785237273542,0.0023441941869233574,0.23785739773326048,0.03193117680606863,-0.11512899416777791,-0.35706147001031674
1,1.2386078595331655,0.37408089545088635,0.5769089571245053,0.27528778597965725,-0.7284629415519386,0.40766293102269036,0.17765170960281684,0.9227632271926745,0.5276745566023157,0.3721536841460912
0,-0.310668972200972,0.6315377007432271,-0.07671425794199788,-0.09249450037402235,0.6080457914206284,-0.09898549002201851,0.0451991957158407,-0.19077683579058283,-0.16104353350849893,0.17769630970438244
1,0.8369434957502411,0.11662409015854554,0.10154661889432104,-0.018938043103286367,0.4613558085333956,0.40766293102269036,0.0331580580897518,0.03193117680606863,0.11444370253582693,0.031853278873100944
0,0.6648016255575591,2.047550129851102,0.3392277880094133,0.27528778597965725,0.9014257571950952,1.0156410362763408,-0.07521218054504655,0.17112368467897582,0.4358454779208736,0.9555258074712176
1,1.0664659893404838,-0.5270179230723068,0.3392277880094133,-0.5338332439984378,0.7221380003329212,0.3063332468137487,-0.09929445579722393,0.17112368467897582,0.27514459022835036,-0.5515188444520255
0,-2.0320876741277916,0.11662409015854554,-0.849178057566047,0.20173132870892127,-0.7610607155268798,-0.6056339110667274,-0.8699272638669024,-0.8032238704313746,-0.8038470842785925,0.17769630970438244
1,1.181227236135605,-1.0419315336569885,-0.195554842499544,-0.7545026158106456,0.7058391133454507,-0.40297454264884375,-0.20766469443202248,-0.30213084208890867,-0.2758298818603014,-0.8432049061145886
